Unique_ID,dataset
ZC_12401,train
ZC_48415,0
ZC_32815,train
ZC_98349,0
ZC_37692,val
ZC_15376,train
ZC_29667,0
ZC_2338,train
ZC_77560,val
ZC_30295,train
ZC_12150,train
ZC_8270,train
ZC_5682,train
ZC_48872,train
ZC_48381,train
ZC_4901,0
ZC_62690,0
ZC_78549,train
ZC_37327,test
ZC_43066,test
ZC_48640,0
ZC_14041,train
ZC_1504,0
ZC_32780,train
ZC_13026,train
ZC_13402,0
ZC_5149,train
ZC_55047,0
ZC_32569,train
ZC_90264,train
ZC_37714,train
ZC_80817,0
ZC_29360,val
ZC_37119,train
ZC_1255,train
ZC_60041,train
ZC_78160,train
ZC_5478,train
ZC_12169,0
ZC_49264,train
ZC_44010,train
ZC_27840,train
ZC_44003,train
ZC_78656,0
ZC_61061,0
ZC_34434,train
ZC_33838,train
ZC_48827,val
ZC_48650,0
ZC_5148,train
ZC_30265,train
ZC_30025,train
ZC_12964,train
ZC_13131,val
ZC_85342,test
ZC_44889,0
ZC_31017,train
ZC_48162,train
ZC_49032,train
ZC_2833,train
ZC_17005,train
ZC_18249,train
ZC_99013,0
ZC_13363,0
ZC_62275,train
ZC_45328,train
ZC_8230,train
ZC_14590,test
ZC_24069,train
ZC_29565,0
ZC_61019,0
ZC_38563,val
ZC_14905,train
ZC_21837,train
ZC_15478,train
ZC_48380,train
ZC_61257,train
ZC_28634,train
ZC_47110,train
ZC_13619,val
ZC_12865,train
ZC_49270,train
ZC_13743,test
ZC_14904,train
ZC_93426,train
ZC_78064,train
ZC_34145,train
ZC_75789,train
ZC_45307,0
ZC_19525,train
ZC_5472,0
ZC_31046,train
ZC_15436,train
ZC_62670,0
ZC_12449,val
ZC_13061,train
ZC_17344,train
ZC_48413,train
ZC_4239,0
ZC_49106,train
ZC_8873,train
ZC_12411,train
ZC_13478,0
ZC_77356,train
ZC_11976,train
ZC_77417,train
ZC_92625,0
ZC_20662,train
ZC_16930,val
ZC_48875,train
ZC_20692,train
ZC_55389,train
ZC_4354,0
ZC_3042,train
ZC_92027,train
ZC_49107,train
ZC_48457,val
ZC_29685,0
ZC_55092,train
ZC_32131,train
ZC_7082,val
ZC_14817,train
ZC_32086,train
ZC_16630,train
ZC_56113,val
ZC_80515,train
ZC_7874,train
ZC_5034,train
ZC_12853,train
ZC_92025,train
ZC_24165,train
ZC_48768,0
ZC_32796,train
ZC_15722,train
ZC_23192,train
ZC_21538,train
ZC_15923,train
ZC_5443,0
ZC_98338,train
ZC_6280,train
ZC_2359,train
ZC_14091,0
ZC_27713,train
ZC_62249,train
ZC_5483,train
ZC_20667,train
ZC_43008,train
ZC_32332,test
ZC_60020,test
ZC_33844,train
ZC_34769,train
ZC_12763,train
ZC_29560,0
ZC_43143,0
ZC_48653,train
ZC_93451,train
ZC_82331,train
ZC_62074,train
ZC_78123,0
ZC_4270,0
ZC_43140,0
ZC_78070,train
ZC_13436,train
ZC_83676,0
ZC_5161,test
ZC_37026,train
ZC_82633,train
ZC_16666,train
ZC_29835,val
ZC_43356,train
ZC_95417,0
ZC_32352,train
ZC_24085,val
ZC_48432,val
ZC_49240,train
ZC_98528,0
ZC_30656,train
ZC_61254,train
ZC_12057,train
ZC_44256,train
ZC_18951,train
ZC_56175,train
ZC_15773,train
ZC_8050,train
ZC_92029,train
ZC_13146,train
ZC_1257,test
ZC_48371,val
ZC_76632,train
ZC_98535,0
ZC_15717,train
ZC_13355,0
ZC_18955,train
ZC_45365,0
ZC_8005,test
ZC_32234,0
ZC_25573,train
ZC_37757,val
ZC_5775,train
ZC_29682,0
ZC_14726,test
ZC_30110,train
ZC_23186,train
ZC_5356,train
ZC_82063,train
ZC_78373,0
ZC_37055,train
ZC_12775,train
ZC_6762,test
ZC_8319,train
ZC_82838,0
ZC_55992,train
ZC_67114,train
ZC_48161,train
ZC_4932,0
ZC_48445,train
ZC_13112,train
ZC_13060,train
ZC_62612,0
ZC_84085,train
ZC_37650,train
ZC_14055,0
ZC_40008,train
ZC_30263,train
ZC_23453,train
ZC_19465,train
ZC_5253,train
ZC_13365,0
ZC_31066,train
ZC_44273,train
ZC_35143,train
ZC_7826,train
ZC_33982,0
ZC_30153,test
ZC_39044,test
ZC_30183,train
ZC_89822,0
ZC_45390,train
ZC_49017,train
ZC_17350,train
ZC_8823,val
ZC_12986,train
ZC_4015,0
ZC_21660,train
ZC_48655,0
ZC_3886,train
ZC_13736,train
ZC_3281,train
ZC_12945,train
ZC_48701,0
ZC_40075,train
ZC_15464,train
ZC_8344,test
ZC_12952,train
ZC_12451,0
ZC_14020,train
ZC_13308,train
ZC_37023,0
ZC_29596,train
ZC_48873,train
ZC_75750,train
ZC_13636,train
ZC_33946,train
ZC_14809,train
ZC_33538,train
ZC_8758,train
ZC_21541,train
ZC_78619,0
ZC_92675,train
ZC_37151,train
ZC_55926,train
ZC_55384,0
ZC_30056,train
ZC_34433,train
ZC_3216,train
ZC_23185,val
ZC_99703,0
ZC_2804,train
ZC_21617,train
ZC_17779,train
ZC_4732,train
ZC_21638,train
ZC_49327,train
ZC_11944,val
ZC_3261,train
ZC_55073,0
ZC_43076,train
ZC_18343,train
ZC_16852,train
ZC_30534,train
ZC_56683,0
ZC_33859,train
ZC_16373,train
ZC_49040,val
ZC_13461,0
ZC_12461,train
ZC_55353,train
ZC_81326,train
ZC_7851,train
ZC_30204,train
ZC_48626,0
ZC_27248,train
ZC_83628,0
ZC_30107,train
ZC_55327,train
ZC_14040,train
ZC_48114,train
ZC_82727,val
ZC_18942,train
ZC_5251,train
ZC_8057,train
ZC_47170,train
ZC_12023,0
ZC_92026,train
ZC_47120,train
ZC_55318,0
ZC_47102,train
ZC_37057,train
ZC_43056,train
ZC_62009,val
ZC_13324,train
ZC_33837,train
ZC_34140,train
ZC_15780,train
ZC_39066,train
ZC_24115,train
ZC_24113,val
ZC_24114,train
ZC_8098,test
ZC_3890,train
ZC_8077,train
ZC_4043,test
ZC_27230,train
ZC_11965,train
ZC_92549,train
ZC_12435,train
ZC_5363,train
ZC_12015,0
ZC_49256,test
ZC_33513,train
ZC_7461,train
ZC_29070,0
ZC_12056,train
ZC_14005,train
ZC_7848,train
ZC_6795,train
ZC_16061,train
ZC_13103,test
ZC_34269,train
ZC_40142,train
ZC_4238,0
ZC_2066,train
ZC_37022,train
ZC_29032,train
ZC_49839,train
ZC_20630,val
ZC_78644,0
ZC_77461,train
ZC_16256,train
ZC_48097,train
ZC_8735,train
ZC_4684,train
ZC_12022,train
ZC_13152,train
ZC_6247,train
ZC_38567,val
ZC_19362,val
ZC_30143,train
ZC_14070,train
ZC_78132,0
ZC_78074,test
ZC_96776,0
ZC_5450,train
ZC_7871,train
ZC_29379,0
ZC_14871,train
ZC_62547,test
ZC_41008,train
ZC_2019,0
ZC_8317,train
ZC_95962,train
ZC_56340,train
ZC_61238,train
ZC_4254,0
ZC_45303,train
ZC_83670,0
ZC_27047,val
ZC_55972,train
ZC_16240,test
ZC_8088,train
ZC_55364,0
ZC_30824,train
ZC_56447,test
ZC_20690,train
ZC_29356,0
ZC_12985,train
ZC_83631,0
ZC_44084,train
ZC_21856,train
ZC_8751,train
ZC_2360,train
ZC_13118,train
ZC_16040,train
ZC_8553,val
ZC_14541,train
ZC_14145,0
ZC_12477,train
ZC_44275,0
ZC_8738,train
ZC_6010,train
ZC_62215,train
ZC_37030,train
ZC_21632,train
ZC_16841,train
ZC_62533,train
ZC_45318,0
ZC_15732,train
ZC_35739,train
ZC_16410,train
ZC_8094,train
ZC_4267,0
ZC_37658,train
ZC_37821,train
ZC_1259,train
ZC_12969,train
ZC_27041,train
ZC_37063,val
ZC_15744,train
ZC_13439,0
ZC_55374,train
ZC_12456,val
ZC_82938,val
ZC_83443,0
ZC_11964,train
ZC_55357,train
ZC_27340,train
ZC_42215,test
ZC_12443,train
ZC_37137,train
ZC_4079,test
ZC_14892,train
ZC_95939,train
ZC_62033,train
ZC_12060,0
ZC_61231,train
ZC_14034,train
ZC_19464,train
ZC_61068,0
ZC_21531,train
ZC_12738,train
ZC_3243,val
ZC_8742,train
ZC_56450,train
ZC_18041,train
ZC_93452,test
ZC_14825,test
ZC_12534,0
ZC_60111,0
ZC_4011,train
ZC_82637,train
ZC_64080,val
ZC_4562,train
ZC_8243,train
ZC_29040,val
ZC_35087,train
ZC_8752,train
ZC_14141,0
ZC_37708,train
ZC_12168,0
ZC_55054,0
ZC_30655,train
ZC_64075,train
ZC_3814,train
ZC_45169,0
ZC_16832,train
ZC_7035,train
ZC_29426,0
ZC_92365,train
ZC_37822,train
ZC_99018,0
ZC_13054,train
ZC_37036,train
ZC_30269,test
ZC_13650,test
ZC_15451,train
ZC_8037,train
ZC_37778,train
ZC_85361,train
ZC_7405,train
ZC_32949,val
ZC_8558,train
ZC_5152,train
ZC_56626,0
ZC_49738,train
ZC_16030,train
ZC_49234,train
ZC_14710,train
ZC_23188,train
ZC_34442,train
ZC_14733,train
ZC_14894,train
ZC_43080,train
ZC_15725,train
ZC_49446,train
ZC_14750,train
ZC_62548,val
ZC_32102,train
ZC_3864,train
ZC_15763,train
ZC_35601,train
ZC_5361,train
ZC_48871,val
ZC_62539,train
ZC_12789,train
ZC_16411,test
ZC_29630,0
ZC_8065,test
ZC_5653,train
ZC_42724,val
ZC_6770,train
ZC_49220,val
ZC_16822,train
ZC_48892,train
ZC_24112,train
ZC_21658,train
ZC_82515,train
ZC_4055,0
ZC_29638,train
ZC_27204,train
ZC_7822,train
ZC_44215,train
ZC_6019,train
ZC_5360,train
ZC_48428,train
ZC_5471,train
ZC_76689,train
ZC_30145,train
ZC_24089,train
ZC_55011,train
ZC_3291,train
ZC_27316,train
ZC_56433,0
ZC_13335,0
ZC_4978,0
ZC_14011,train
ZC_27355,train
ZC_43154,0
ZC_4937,0
ZC_17257,0
ZC_29512,0
ZC_78590,train
ZC_16641,train
ZC_95428,0
ZC_47167,train
ZC_25083,train
ZC_77444,train
ZC_12431,0
ZC_29127,0
ZC_10998,train
ZC_37731,0
ZC_78016,0
ZC_1222,train
ZC_62601,0
ZC_4630,val
ZC_29461,0
ZC_48169,val
ZC_33853,train
ZC_32358,train
ZC_12138,train
ZC_12147,0
ZC_6264,train
ZC_29621,0
ZC_17776,train
ZC_16854,train
ZC_60150,0
ZC_8528,train
ZC_40146,train
ZC_5648,train
ZC_55935,train
ZC_29689,0
ZC_98932,0
ZC_55359,0
ZC_22654,test
ZC_32548,test
ZC_48467,train
ZC_98294,0
ZC_43055,train
ZC_4086,train
ZC_12165,0
ZC_35621,train
ZC_4565,train
ZC_49026,train
ZC_13460,0
ZC_33897,train
ZC_39145,train
ZC_11939,train
ZC_25526,test
ZC_62264,test
ZC_14701,train
ZC_13167,train
ZC_7843,train
ZC_48652,0
ZC_14747,train
ZC_18920,train
ZC_55927,train
ZC_6013,train
ZC_27203,train
ZC_6779,train
ZC_14083,0
ZC_16401,train
ZC_20674,train
ZC_48831,train
ZC_61070,0
ZC_12157,test
ZC_13421,train
ZC_12955,train
ZC_12838,test
ZC_49089,train
ZC_77445,train
ZC_1258,train
ZC_56641,0
ZC_78027,train
ZC_4969,0
ZC_12827,train
ZC_48353,train
ZC_32163,train
ZC_43148,train
ZC_48419,train
ZC_48444,test
ZC_16646,train
ZC_48145,train
ZC_18622,train
ZC_12855,val
ZC_77625,train
ZC_6281,test
ZC_5153,train
ZC_17774,train
ZC_13734,val
ZC_5032,train
ZC_29625,0
ZC_23454,train
ZC_55386,0
ZC_8340,train
ZC_15474,train
ZC_40052,train
ZC_94508,train
ZC_95972,train
ZC_8052,train
ZC_29670,0
ZC_29632,0
ZC_49827,train
ZC_4760,0
ZC_12125,0
ZC_49014,train
ZC_6708,train
ZC_6059,train
ZC_45308,train
ZC_5344,0
ZC_78369,0
ZC_32564,train
ZC_49070,train
ZC_23459,train
ZC_37181,train
ZC_2367,train
ZC_48469,train
ZC_4938,0
ZC_30256,test
ZC_3047,train
ZC_13310,0
ZC_18655,train
ZC_40175,train
ZC_62069,train
ZC_4574,0
ZC_29624,0
ZC_4673,train
ZC_21555,train
ZC_48658,0
ZC_4676,train
ZC_5680,train
ZC_3817,train
ZC_14441,val
ZC_55315,0
ZC_29006,0
ZC_24244,0
ZC_29631,0
ZC_7444,train
ZC_37380,0
ZC_16845,train
ZC_13482,0
ZC_32346,train
ZC_16668,train
ZC_4983,0
ZC_3290,train
ZC_24082,train
ZC_31050,test
ZC_78563,train
ZC_5640,train
ZC_29046,0
ZC_8346,train
ZC_30277,train
ZC_75667,train
ZC_7440,train
ZC_12482,0
ZC_23460,train
ZC_12029,0
ZC_92069,val
ZC_21619,train
ZC_33935,0
ZC_4231,0
ZC_29154,train
ZC_13483,train
ZC_13679,test
ZC_77538,val
ZC_34436,train
ZC_6027,train
ZC_12513,0
ZC_17240,0
ZC_49344,train
ZC_44880,0
ZC_30276,train
ZC_16430,train
ZC_29175,train
ZC_12010,val
ZC_12074,test
ZC_2891,train
ZC_49637,train
ZC_55933,train
ZC_64070,val
ZC_75683,train
ZC_5067,train
ZC_96063,train
ZC_61472,train
ZC_11963,train
ZC_13346,0
ZC_62656,train
ZC_27022,train
ZC_47270,train
ZC_13053,train
ZC_8053,test
ZC_27011,train
ZC_21629,train
ZC_24078,val
ZC_12458,train
ZC_13045,train
ZC_49621,train
ZC_92070,train
ZC_29856,train
ZC_37035,train
ZC_78602,0
ZC_75644,train
ZC_48414,train
ZC_95459,0
ZC_61490,train
ZC_37860,test
ZC_35640,train
ZC_5071,train
ZC_29015,0
ZC_3875,val
ZC_8535,train
ZC_48357,train
ZC_12413,0
ZC_61466,train
ZC_34974,train
ZC_21666,train
ZC_37843,train
ZC_44411,0
ZC_45356,train
ZC_97459,0
ZC_96704,0
ZC_49233,train
ZC_98562,0
ZC_12137,train
ZC_43130,train
ZC_7457,train
ZC_18930,train
ZC_55079,0
ZC_21830,train
ZC_44093,train
ZC_32565,train
ZC_32720,train
ZC_98328,train
ZC_41098,train
ZC_49247,train
ZC_33896,train
ZC_78155,0
ZC_4970,0
ZC_66436,val
ZC_20684,train
ZC_44231,0
ZC_38401,train
ZC_82717,train
ZC_48890,train
ZC_27205,train
ZC_90101,train
ZC_56448,train
ZC_8350,test
ZC_12970,train
ZC_4785,0
ZC_13072,train
ZC_6710,train
ZC_49125,train
ZC_35019,train
ZC_13401,test
ZC_29010,train
ZC_14823,test
ZC_37766,val
ZC_30139,test
ZC_29627,train
ZC_12918,train
ZC_29020,train
ZC_21750,train
ZC_83660,0
ZC_76225,train
ZC_56514,test
ZC_98552,0
ZC_6702,train
ZC_12729,train
ZC_33873,train
ZC_12972,train
ZC_8055,train
ZC_37640,train
ZC_31038,train
ZC_37713,train
ZC_76537,test
ZC_39117,val
ZC_44085,train
ZC_14873,train
ZC_47115,train
ZC_55065,0
ZC_12746,train
ZC_12973,train
ZC_48806,train
ZC_82716,train
ZC_32976,train
ZC_38560,train
ZC_16820,train
ZC_47230,train
ZC_13408,val
ZC_78382,0
ZC_3287,train
ZC_55088,0
ZC_5340,train
ZC_57725,0
ZC_48356,train
ZC_6706,train
ZC_77485,train
ZC_12025,train
ZC_40046,train
ZC_43040,train
ZC_78666,0
ZC_32709,train
ZC_14422,train
ZC_82729,train
ZC_49113,train
ZC_27007,train
ZC_24211,train
ZC_12414,0
ZC_48767,0
ZC_95476,val
ZC_13142,train
ZC_12120,0
ZC_56630,0
ZC_5142,train
ZC_56634,0
ZC_12423,0
ZC_56647,0
ZC_21530,train
ZC_13471,0
ZC_15470,train
ZC_98571,0
ZC_12470,0
ZC_40157,train
ZC_55020,0
ZC_5342,train
ZC_48383,train
ZC_47229,train
ZC_92036,train
ZC_10509,train
ZC_3779,train
ZC_44076,train
ZC_12886,train
ZC_14781,train
ZC_18603,train
ZC_49259,train
ZC_76431,train
ZC_3836,val
ZC_28009,0
ZC_24168,train
ZC_30206,train
ZC_55013,0
ZC_14874,train
ZC_76530,0
ZC_5459,train
ZC_48759,0
ZC_78655,0
ZC_29639,train
ZC_44254,0
ZC_48851,train
ZC_2332,val
ZC_44235,0
ZC_4921,0
ZC_34714,train
ZC_49854,train
ZC_32336,train
ZC_55910,train
ZC_13160,train
ZC_49033,train
ZC_12740,train
ZC_14839,test
ZC_13494,0
ZC_6704,train
ZC_49868,train
ZC_3221,test
ZC_13608,train
ZC_29125,train
ZC_48860,train
ZC_4627,train
ZC_49620,train
ZC_2364,train
ZC_49304,train
ZC_55005,train
ZC_13342,0
ZC_48856,train
ZC_71115,train
ZC_5447,val
ZC_29536,0
ZC_23451,train
ZC_49254,train
ZC_12944,val
ZC_8092,train
ZC_78662,0
ZC_13454,0
ZC_4090,train
ZC_47145,val
ZC_16020,val
ZC_82718,train
ZC_62230,train
ZC_29150,train
ZC_66049,val
ZC_12405,0
ZC_3043,train
ZC_62673,0
ZC_94940,train
ZC_29626,0
ZC_13468,0
ZC_48137,train
ZC_48616,train
ZC_15767,val
ZC_55341,train
ZC_13337,0
ZC_32535,test
ZC_33597,train
ZC_92082,val
ZC_55330,train
ZC_45362,train
ZC_12835,train
ZC_12860,train
ZC_8510,train
ZC_12481,train
ZC_12494,train
ZC_22640,train
ZC_5155,train
ZC_29469,0
ZC_76527,train
ZC_8202,train
ZC_33898,train
ZC_80928,0
ZC_12017,0
ZC_77564,train
ZC_14877,train
ZC_14767,test
ZC_13145,train
ZC_14134,0
ZC_37032,train
ZC_16872,train
ZC_78598,train
ZC_4646,train
ZC_37733,0
ZC_49452,train
ZC_29525,0
ZC_48350,train
ZC_62245,train
ZC_49094,train
ZC_13309,0
ZC_62214,train
ZC_45380,train
ZC_48817,train
ZC_18246,train
ZC_16407,train
ZC_4617,train
ZC_5488,0
ZC_2050,train
ZC_4768,train
ZC_15377,test
ZC_62638,0
ZC_12788,train
ZC_38461,train
ZC_32334,train
ZC_40007,train
ZC_61412,train
ZC_5457,train
ZC_40176,train
ZC_48157,train
ZC_43050,test
ZC_55983,train
ZC_12418,0
ZC_13083,train
ZC_55982,train
ZC_13695,train
ZC_81601,0
ZC_32134,train
ZC_4655,train
ZC_16443,train
ZC_16613,train
ZC_77873,train
ZC_21824,val
ZC_30666,train
ZC_43344,train
ZC_4910,0
ZC_30259,train
ZC_48471,train
ZC_6092,train
ZC_3458,train
ZC_13334,0
ZC_78130,0
ZC_23881,train
ZC_49042,test
ZC_4040,0
ZC_48133,train
ZC_48807,test
ZC_37178,0
ZC_12779,train
ZC_49421,test
ZC_16938,train
ZC_14775,train
ZC_29128,test
ZC_62255,train
ZC_5650,test
ZC_12733,train
ZC_6705,train
ZC_82083,train
ZC_44288,0
ZC_48462,train
ZC_75681,train
ZC_56452,0
ZC_1263,0
ZC_12460,0
ZC_12473,0
ZC_3230,train
ZC_13044,train
ZC_61250,train
ZC_4681,test
ZC_27030,train
ZC_5674,train
ZC_13101,train
ZC_48659,0
ZC_30177,train
ZC_5681,train
ZC_8079,train
ZC_95919,train
ZC_49288,val
ZC_82620,train
ZC_3872,train
ZC_29325,train
ZC_12911,val
ZC_4431,train
ZC_87940,train
ZC_48811,train
ZC_56662,val
ZC_5341,train
ZC_37060,train
ZC_66046,train
ZC_3282,train
ZC_5753,0
ZC_5091,train
ZC_13661,train
ZC_37074,train
ZC_85173,0
ZC_34759,train
ZC_6259,train
ZC_55009,0
ZC_47137,train
ZC_83655,0
ZC_5651,train
ZC_29472,0
ZC_5666,train
ZC_14030,0
ZC_37145,train
ZC_44449,0
ZC_47125,train
ZC_14478,train
ZC_4038,0
ZC_12961,train
ZC_21661,train
ZC_28001,0
ZC_13361,0
ZC_37058,0
ZC_33865,train
ZC_13080,train
ZC_61251,train
ZC_48637,0
ZC_12956,train
ZC_99029,0
ZC_14143,train
ZC_55352,0
ZC_95935,train
ZC_5062,train
ZC_28002,0
ZC_85273,0
ZC_34788,train
ZC_29153,train
ZC_44851,0
ZC_4654,train
ZC_40003,train
ZC_62086,test
ZC_13690,train
ZC_34446,train
ZC_13348,0
ZC_14418,train
ZC_90704,0
ZC_18972,val
ZC_48613,0
ZC_55376,train
ZC_12086,train
ZC_16882,train
ZC_55045,0
ZC_94971,train
ZC_32948,train
ZC_82835,val
ZC_12962,train
ZC_4683,train
ZC_49633,train
ZC_32568,train
ZC_62551,train
ZC_48144,train
ZC_37020,train
ZC_24212,train
ZC_12134,test
ZC_99033,0
ZC_14772,train
ZC_95606,test
ZC_43019,train
ZC_55977,train
ZC_12870,train
ZC_14527,train
ZC_20628,train
ZC_56549,train
ZC_66044,train
ZC_8087,test
ZC_4650,train
ZC_17985,train
ZC_13812,train
ZC_40036,train
ZC_8310,train
ZC_39114,val
ZC_24133,train
ZC_37165,train
ZC_55985,train
ZC_48749,0
ZC_6089,train
ZC_27349,val
ZC_4029,0
ZC_78013,train
ZC_48656,train
ZC_48401,train
ZC_6090,train
ZC_14416,val
ZC_49249,val
ZC_43071,train
ZC_14082,0
ZC_30170,test
ZC_4956,0
ZC_40037,train
ZC_48003,train
ZC_61260,train
ZC_49096,train
ZC_32767,train
ZC_47227,train
ZC_29384,val
ZC_38552,train
ZC_13411,0
ZC_6260,val
ZC_49076,train
ZC_34773,train
ZC_29438,0
ZC_43150,train
ZC_3765,train
ZC_30103,train
ZC_49689,val
ZC_12843,train
ZC_29547,0
ZC_12751,train
ZC_49030,train
ZC_82922,train
ZC_12433,train
ZC_40115,train
ZC_29567,0
ZC_20680,train
ZC_76566,test
ZC_21866,train
ZC_13665,train
ZC_33827,val
ZC_62091,train
ZC_15437,train
ZC_5826,train
ZC_5355,test
ZC_14719,train
ZC_49010,train
ZC_14167,0
ZC_4075,0
ZC_14113,0
ZC_5359,train
ZC_21853,train
ZC_34452,train
ZC_55012,0
ZC_13124,train
ZC_13827,train
ZC_55951,train
ZC_37891,train
ZC_29370,train
ZC_28688,train
ZC_14042,0
ZC_55965,train
ZC_6255,test
ZC_13155,train
ZC_14054,train
ZC_49078,train
ZC_16636,train
ZC_28082,0
ZC_37847,0
ZC_62567,train
ZC_55918,train
ZC_23015,train
ZC_49029,train
ZC_37186,train
ZC_14729,0
ZC_55375,0
ZC_55987,train
ZC_32702,train
ZC_37657,0
ZC_3442,train
ZC_29653,train
ZC_24210,train
ZC_12412,train
ZC_49309,train
ZC_12808,train
ZC_32344,train
ZC_21550,train
ZC_12701,val
ZC_34142,0
ZC_42211,train
ZC_16372,test
ZC_8326,train
ZC_49285,train
ZC_49091,test
ZC_34747,train
ZC_6060,train
ZC_4645,train
ZC_78011,0
ZC_14826,train
ZC_12771,train
ZC_55979,train
ZC_55301,train
ZC_40076,train
ZC_55387,0
ZC_4927,0
ZC_98938,0
ZC_6070,train
ZC_32784,train
ZC_76528,train
ZC_48657,0
ZC_29684,0
ZC_48843,train
ZC_29164,train
ZC_37687,train
ZC_12993,train
ZC_8008,train
ZC_48472,train
ZC_5351,train
ZC_61476,train
ZC_62543,train
ZC_13326,0
ZC_49080,train
ZC_18077,train
ZC_30113,train
ZC_29543,0
ZC_93536,train
ZC_14512,train
ZC_49128,train
ZC_55070,test
ZC_4928,0
ZC_12498,val
ZC_5847,train
ZC_12066,train
ZC_55373,train
ZC_13166,train
ZC_12934,train
ZC_48723,0
ZC_14039,train
ZC_30148,train
ZC_40140,test
ZC_37028,0
ZC_40012,train
ZC_13811,train
ZC_29431,train
ZC_13136,train
ZC_8341,train
ZC_55046,0
ZC_4953,0
ZC_56644,0
ZC_45363,train
ZC_11957,test
ZC_3907,train
ZC_12960,train
ZC_30182,val
ZC_5734,0
ZC_48867,train
ZC_95497,train
ZC_82514,train
ZC_55706,train
ZC_12844,train
ZC_29570,0
ZC_49116,train
ZC_55909,train
ZC_3780,train
ZC_76550,train
ZC_14843,train
ZC_30175,train
ZC_29555,0
ZC_13333,0
ZC_62271,val
ZC_5476,test
ZC_13415,0
ZC_48182,train
ZC_35673,train
ZC_24076,train
ZC_12409,train
ZC_8067,test
ZC_43029,0
ZC_95445,train
ZC_44859,0
ZC_76538,train
ZC_8019,train
ZC_12872,test
ZC_13332,0
ZC_48845,val
ZC_21766,train
ZC_21826,test
ZC_96727,0
ZC_33843,train
ZC_49642,train
ZC_29067,train
ZC_45348,val
ZC_12747,train
ZC_14415,train
ZC_49601,val
ZC_4008,train
ZC_62518,train
ZC_4408,0
ZC_12759,train
ZC_78003,train
ZC_4987,0
ZC_55057,0
ZC_5343,train
ZC_31085,train
ZC_5667,train
ZC_14171,0
ZC_81643,0
ZC_75755,train
ZC_48649,val
ZC_48614,0
ZC_47043,train
ZC_45350,test
ZC_61235,train
ZC_49680,train
ZC_89046,train
ZC_5051,train
ZC_43022,train
ZC_48628,0
ZC_13302,val
ZC_30220,train
ZC_3279,train
ZC_4016,0
ZC_5827,train
ZC_32542,train
ZC_13670,train
ZC_13144,train
ZC_5843,train
ZC_12053,train
ZC_30176,train
ZC_92084,train
ZC_43037,train
ZC_5073,train
ZC_56071,0
ZC_5037,train
ZC_21801,train
ZC_4530,train
ZC_92061,train
ZC_49646,train
ZC_18635,train
ZC_77983,train
ZC_95925,train
ZC_3882,train
ZC_5143,train
ZC_5053,train
ZC_47224,train
ZC_6241,train
ZC_3830,train
ZC_49663,train
ZC_15424,train
ZC_12777,train
ZC_38474,train
ZC_14009,0
ZC_21871,train
ZC_41083,train
ZC_55074,0
ZC_3449,train
ZC_32531,train
ZC_29108,0
ZC_37010,train
ZC_3849,train
ZC_12529,0
ZC_4472,train
ZC_49686,train
ZC_15440,train
ZC_12521,0
ZC_13034,train
ZC_45883,train
ZC_55040,train
ZC_6331,train
ZC_12821,train
ZC_8247,train
ZC_35622,train
ZC_3440,train
ZC_87937,train
ZC_7827,train
ZC_13021,train
ZC_4009,0
ZC_13028,train
ZC_12457,train
ZC_49412,val
ZC_8526,train
ZC_34449,train
ZC_13666,train
ZC_6234,train
ZC_5679,train
ZC_94929,val
ZC_56681,0
ZC_5151,test
ZC_4929,0
ZC_4084,0
ZC_55019,0
ZC_12725,train
ZC_48612,0
ZC_49203,train
ZC_49129,train
ZC_6035,train
ZC_12526,0
ZC_4051,0
ZC_89018,train
ZC_12996,train
ZC_47281,train
ZC_3266,test
ZC_12765,train
ZC_14808,train
ZC_4476,train
ZC_23457,train
ZC_85623,val
ZC_49267,train
ZC_5150,train
ZC_55398,val
ZC_21804,test
ZC_62218,test
ZC_28660,test
ZC_11937,train
ZC_32148,test
ZC_27017,train
ZC_12780,train
ZC_32958,train
ZC_21838,train
ZC_43739,train
ZC_34758,train
ZC_4965,0
ZC_40061,train
ZC_45333,0
ZC_37083,test
ZC_48841,train
ZC_95468,train
ZC_21817,test
ZC_24171,train
ZC_49073,train
ZC_13148,train
ZC_47231,train
ZC_49028,train
ZC_78008,train
ZC_48847,train
ZC_5820,train
ZC_30218,train
ZC_49884,train
ZC_12858,train
ZC_82834,0
ZC_6239,test
ZC_14806,train
ZC_29479,train
ZC_49654,train
ZC_3902,train
ZC_47250,train
ZC_49762,val
ZC_38451,train
ZC_13040,train
ZC_8069,train
ZC_62257,test
ZC_4764,test
ZC_49246,train
ZC_49653,train
ZC_30230,train
ZC_98251,0
ZC_21875,train
ZC_43102,0
ZC_4421,val
ZC_4955,0
ZC_28604,train
ZC_95637,train
ZC_62513,train
ZC_5358,val
ZC_28642,train
ZC_4780,0
ZC_5084,train
ZC_78368,train
ZC_22932,train
ZC_3241,train
ZC_17745,train
ZC_12463,0
ZC_55328,0
ZC_30251,train
ZC_34736,train
ZC_8210,train
ZC_4024,0
ZC_43107,test
ZC_30258,train
ZC_4952,0
ZC_17814,train
ZC_20687,train
ZC_48731,train
ZC_6081,train
ZC_27031,train
ZC_8070,train
ZC_13464,0
ZC_48857,train
ZC_82325,test
ZC_12974,train
ZC_34448,train
ZC_12495,train
ZC_5747,train
